Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
22.900081872940063	0	157.31386	44.83667	300.0224	87.45429	40.375838926174495	8.79557279580301	6016	6016
39.00986075401306	1	575.49963	237.46715	964.62067	210.82486	135.64444444444445	51.57913254001318	6104	12120
49.885798931121826	2	584.2642	204.4446	962.4857	262.397	135.6888888888889	45.492769741635115	6106	18226
60.81246638298035	3	589.056	240.52063	961.3218	196.46687	137.54545454545453	50.59125622685772	6052	24278
76.87528276443481	4	574.3922	219.495	953.5484	231.723	133.65217391304347	47.77265790282334	6148	30426
87.59944558143616	5	601.9533	243.78	951.25476	228.09497	138.1590909090909	51.225412364380496	6079	36505
98.9917356967926	6	639.7389	232.72577	965.7279	229.54823	146.8780487804878	49.68053803661326	6022	42527
110.54305458068848	7	610.86444	217.52977	984.03674	328.83563	141.86046511627907	45.909203310674826	6100	48627
121.43413782119751	8	535.9116	232.2462	964.15	176.24873	125.73469387755102	49.83719433507472	6161	54788
132.5176830291748	9	689.65436	225.4969	982.5963	233.87595	158.4102564102564	47.948539695267186	6178	60966
143.94976162910461	10	662.64056	210.82994	949.7259	267.28033	154.46153846153845	46.32651461752217	6024	66990
154.67884063720703	11	653.11005	193.74007	940.9154	279.29974	150.95	41.828190254898665	6038	73028
165.5459086894989	12	699.2747	220.5928	978.0514	171.79497	164.83783783783784	46.9321036400651	6099	79127
176.12317180633545	13	639.72125	226.58763	957.0939	281.87653	148.609756097561	48.564203442845354	6093	85220
187.8665201663971	14	682.99414	247.34416	984.6255	219.22894	158.05128205128204	50.98161997504023	6164	91384
199.4493682384491	15	728.724	184.15387	964.93005	264.222	166.97297297297297	39.25969426605529	6178	97562
209.1733148097992	16	637.48956	220.57776	954.45306	272.5651	145.23809523809524	46.33049470088815	6100	103662
220.09340238571167	17	674.0916	228.73561	969.9973	254.56535	154.84615384615384	46.59841444509507	6039	109701
231.17212891578674	18	690.63904	221.97018	982.2365	293.1548	156.4102564102564	44.4820435962463	6100	115801
241.79853415489197	19	718.6814	201.0302	973.94293	342.68042	166.8918918918919	41.878707602728134	6175	121976
251.7976155281067	20	629.3293	222.87448	972.8041	244.92517	145.92857142857142	47.706140593639894	6129	128105
263.0946674346924	21	664.29816	212.33305	974.96906	181.50595	154.15	42.274430806339666	6166	134271
274.5352430343628	22	733.9303	215.61089	964.78546	258.81107	165.83783783783784	44.167686313004594	6136	140407
