Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
9.376935958862305	0	212.05923	65.6068	497.307	142.51265	47.801587301587304	13.21916588468512	6023	6023
15.90340805053711	1	205.28479	47.02282	352.9072	143.3713	46.43846153846154	9.463292520335816	6037	12060
20.059454441070557	2	206.22203	60.114822	678.0582	140.04753	46.57692307692308	12.036396972142699	6055	18115
23.99034595489502	3	204.62668	43.23309	335.08493	141.89885	46.3	8.713958740037556	6019	24134
28.368396282196045	4	208.05176	45.94955	361.14526	140.60985	47.0234375	9.25461442652225	6019	30153
32.475287199020386	5	203.7278	48.265186	438.22815	143.89261	46.06870229007634	9.798886710167489	6035	36188
36.63874626159668	6	196.97498	38.78453	351.0241	141.1897	44.77777777777778	7.858627405047145	6045	42233
40.955214738845825	7	211.44502	56.868286	461.118	146.99835	47.69047619047619	11.460397154891528	6009	48242
45.04570460319519	8	204.99011	48.92088	437.39523	142.15254	46.323076923076925	9.849026023392742	6022	54264
49.579506635665894	9	193.38374	40.76124	379.5403	137.77623	44.02189781021898	8.205808120426974	6031	60295
53.51353049278259	10	209.21056	49.660347	426.02954	142.59486	47.25984251968504	10.07703602719124	6002	66297
57.726078271865845	11	202.76071	42.04233	372.26523	143.18604	45.9236641221374	8.561067851466607	6016	72313
61.80505061149597	12	221.30704	58.741985	530.7985	145.91403	49.58196721311475	11.823039583056955	6049	78362
65.72603917121887	13	206.81335	51.756462	392.52948	140.53548	46.72868217054263	10.386896887208232	6028	84390
69.59313297271729	14	209.70041	56.856354	441.2334	143.95361	47.31496062992126	11.44978821617677	6009	90399
73.68037557601929	15	208.35342	55.68544	429.97797	143.86394	47.09375	11.164562729345919	6028	96427
78.0982735157013	16	201.42711	43.50071	371.9645	141.13428	45.64661654135338	8.809765163522698	6071	102498
82.60610628128052	17	200.27579	42.609726	379.08472	143.98755	45.43609022556391	8.557064867684133	6043	108541
86.91863107681274	18	214.3317	61.580864	449.13904	145.10768	48.288	12.436601465030549	6036	114577
91.32206296920776	19	199.98189	42.688156	344.12808	147.26573	45.38345864661654	8.572312314288569	6036	120613
95.18109965324402	20	212.32358	58.31859	472.3927	140.14726	47.874015748031496	11.798166230116138	6080	126693
99.45498394966125	21	206.5628	47.51339	367.20923	141.2139	46.651162790697676	9.5614302413562	6018	132711
103.52966475486755	22	201.43803	42.87201	362.78616	145.44894	45.666666666666664	8.665209667737912	6028	138739
107.82048344612122	23	197.16898	42.910324	344.90475	141.13283	44.843283582089555	8.654094430506206	6009	144748
111.9349467754364	24	207.12024	52.897194	383.64978	142.86934	46.81395348837209	10.600400344831552	6039	150787
116.49175548553467	25	208.71494	50.519566	455.28732	140.17168	47.125	10.240849574132021	6032	156819
120.80325174331665	26	200.3544	45.295685	337.3202	141.14792	45.52272727272727	9.088342440707175	6009	162828
125.23883104324341	27	202.7387	46.36292	388.52167	141.44597	45.94656488549618	9.328862687363502	6019	168847
129.4242787361145	28	206.36494	47.224503	408.85333	146.41446	46.627906976744185	9.573922727620452	6015	174862
133.48750686645508	29	210.95686	55.742725	477.21307	140.51543	47.55118110236221	11.198079602948605	6039	180901
137.91759514808655	30	209.33057	51.63573	409.45596	141.32027	47.2578125	10.474109518944498	6049	186950
141.90889143943787	31	203.36375	45.74608	393.72952	144.94472	46.030534351145036	9.160935092856928	6030	192980
146.53446507453918	32	211.47879	51.451397	468.6784	146.19182	47.68503937007874	10.31297690848697	6056	199036
150.58026719093323	33	206.65309	51.600777	449.62576	144.9724	46.70542635658915	10.404533225470784	6025	205061
154.9657666683197	34	201.2408	38.689793	319.8445	140.48868	45.61363636363637	7.835087869856641	6021	211082
158.91261076927185	35	201.33072	45.791157	382.62155	136.80089	45.628787878787875	9.218233991644038	6023	217105
162.88648891448975	36	206.22256	48.90301	388.8707	143.9761	46.57364341085271	9.848287297522834	6008	223113
167.3386561870575	37	198.01994	40.688213	383.25027	143.8406	45.007462686567166	8.163896008625567	6031	229144
171.08986973762512	38	198.10583	41.699055	349.7929	142.48015	44.96268656716418	8.44773812032079	6025	235169
175.8406023979187	39	202.7364	47.98364	378.934	145.92326	45.87022900763359	9.755324986714204	6009	241178
