Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
8.716171026229858	0	80.088844	12.26533	111.81084	49.36104	18.57716049382716	2.998492927862139	6019	6019
13.878695487976074	1	79.12486	12.859816	131.75166	50.13515	18.306990881458965	3.10798262395373	6023	12042
17.400238513946533	2	79.08183	12.30615	118.4241	48.56698	18.37308868501529	3.003811635874814	6008	18050
20.80322813987732	3	79.701645	13.745372	126.7517	47.962803	18.470769230769232	3.369077622090153	6003	24053
24.18931293487549	4	79.997284	12.051889	113.969154	48.909428	18.549382716049383	3.0195913163416597	6010	30063
27.749885082244873	5	79.73383	12.365283	142.58084	49.82701	18.52469135802469	3.0188719528497883	6002	36065
31.311259508132935	6	79.973404	12.474782	120.20451	48.63404	18.555555555555557	3.0892086165461876	6012	42077
34.77603578567505	7	80.109314	13.098041	122.65621	48.094482	18.580246913580247	3.211146472434533	6020	48097
38.512303829193115	8	79.090096	13.192875	117.00833	48.74647	18.3140243902439	3.2994158240350555	6007	54104
42.072327852249146	9	79.8124	13.380504	123.753746	49.31499	18.53395061728395	3.2511282672184785	6005	60109
45.596759557724	10	79.83554	12.975411	115.286354	45.286125	18.516923076923078	3.1822376854016627	6018	66127
49.17097759246826	11	78.8811	11.921385	116.60179	47.987137	18.37920489296636	3.006099097452868	6010	72137
52.77107071876526	12	78.20065	12.655248	127.4711	49.314564	18.138972809667674	3.135223940384544	6004	78141
56.19618773460388	13	79.50089	12.313114	117.267044	48.925106	18.3109756097561	3.0545250757571965	6006	84147
59.56359100341797	14	78.13521	12.700355	126.944305	45.586536	18.132930513595166	3.155655287617026	6002	90149
62.85648703575134	15	79.90137	12.791538	133.31654	48.858276	18.540123456790123	3.1271799285851904	6007	96156
66.62668180465698	16	78.97766	13.049189	126.60623	48.889618	18.329268292682926	3.2686794456267716	6012	102168
70.40332818031311	17	79.78918	13.55269	123.07201	47.762848	18.457055214723926	3.260141690720988	6017	108185
74.28016448020935	18	79.62065	12.564482	113.84423	49.12915	18.457055214723926	3.1442316319306918	6017	114202
77.9519829750061	19	78.15732	12.481404	113.77891	48.29487	18.123493975903614	3.1094186237421546	6017	120219
81.39251685142517	20	79.14077	12.619432	115.88797	49.35745	18.3914373088685	3.1350324096207642	6014	126233
84.79178285598755	21	79.781876	12.155377	118.438644	48.78131	18.52469135802469	3.0675534492489924	6002	132235
88.21704721450806	22	80.86897	12.383168	126.87874	48.99749	18.713395638629283	2.986799826710989	6007	138242
91.7236008644104	23	78.423874	12.637096	117.3705	49.346016	18.243161094224924	3.169261135864467	6002	144244
95.87568306922913	24	79.08093	12.520781	118.65749	49.854473	18.329268292682926	3.14411908655796	6012	150256
99.64373135566711	25	79.04179	12.653396	126.10145	49.397594	18.36085626911315	3.196624251652475	6004	156260
103.39140129089355	26	79.05017	12.003687	112.41712	47.909676	18.317073170731707	2.952378325203911	6008	162268
106.78729295730591	27	79.14599	13.649082	120.54136	49.871643	18.35474006116208	3.34410346588376	6002	168270
110.26376795768738	28	79.441956	14.052167	139.22427	48.88955	18.35670731707317	3.365565061416788	6021	174291
113.70266580581665	29	78.53638	12.349876	123.3041	49.584118	18.154078549848943	3.0668000948259544	6009	180300
117.21056890487671	30	80.46326	12.920159	122.04678	49.16579	18.63664596273292	3.1100356380094216	6001	186301
120.95924067497253	31	80.44163	13.095965	126.808784	49.53742	18.57894736842105	3.1528339220872343	6001	192302
124.43174910545349	32	78.6628	11.891584	119.3907	49.28612	18.304878048780488	2.9339851546261997	6004	198306
127.8306953907013	33	78.31308	12.80241	121.2173	48.536343	18.093373493975903	3.1046532418401442	6007	204313
131.19843935966492	34	80.639885	12.51928	115.24285	57.811752	18.622291021671828	3.095947368295665	6015	210328
134.59117698669434	35	79.78842	14.301203	128.68578	45.74957	18.53395061728395	3.5191831189527267	6005	216333
138.31834626197815	36	80.118126	12.524638	132.5579	48.07745	18.645962732919255	3.0623133744899635	6004	222337
141.7038025856018	37	79.76738	12.532086	123.27515	48.82316	18.57894736842105	3.1587202223448583	6001	228338
145.08075070381165	38	79.67811	12.772946	130.81099	49.938137	18.476923076923075	3.070994288037632	6005	234343
148.58272790908813	39	78.81323	12.967925	114.4165	48.712948	18.285714285714285	3.244421378690056	6016	240359
151.9765429496765	40	79.66629	12.340228	125.596825	50.881187	18.567901234567902	3.0969450164137293	6016	246375
155.23958539962769	41	79.01136	13.236993	121.8683	45.32781	18.335365853658537	3.2643257231971674	6014	252389
158.57989168167114	42	79.06476	12.573569	119.656586	49.35394	18.353658536585368	3.0668246517168773	6020	258409
162.08615398406982	43	79.10125	13.430722	120.002045	49.351746	18.307926829268293	3.273088434045904	6005	264414
165.4680233001709	44	78.70337	13.138616	127.722916	49.768753	18.193939393939395	3.201130424760432	6004	270418
169.157639503479	45	80.375046	13.447327	119.33676	48.774406	18.606811145510836	3.164756098418391	6010	276428
172.86104655265808	46	79.27842	12.824175	140.30775	50.7909	18.414110429447852	3.152122224059958	6003	282431
176.35076522827148	47	80.339066	12.676537	125.139	50.27507	18.645962732919255	3.0754688333967906	6004	288435
179.8805546760559	48	79.22304	12.990105	123.62821	48.441036	18.317073170731707	3.200144999689278	6008	294443
183.81773471832275	49	79.40665	11.985634	119.60222	49.476505	18.414110429447852	2.9344030297795785	6003	300446
188.74981713294983	50	80.1407	12.723596	126.76686	49.452015	18.609907120743035	3.1053974270981697	6011	306457
192.90808844566345	51	79.809845	12.286392	124.951004	58.581314	18.483076923076922	2.9970020523475034	6007	312464
